title;release_year;parental_guidelines;duration;genre;date_added;average_rating;description
Only Murders in the Building;2021;2 Seasons;Genres:;['Comedy', 'Mystery'];June 28, 2022;;From the minds of Steve Martin, Dan Fogelman & John Hoffman comes a comedic murder-mystery series for the ages. Only Murders in the Building follows three strangers (Steve Martin, Martin Short, and Selena Gomez) who share an obsession with true crime and suddenly find themselves wrapped up in one. When a grisly death occurs inside their exclusive Upper West Side apartment building, the trio suspects murder and employs their precise knowledge of true crime to investigate the truth. As they record a podcast of their own to document the case, the three unravel the complex secrets of the building which stretch back years. Perhaps even more explosive are the lies they tell one another. Soon, the endangered trio comes to realize a killer might be living amongst them as they race to decipher the mounting clues before it’s too late.
UFC Embedded;2014;1 Season;Genres:;['Documentaries', 'Sports'];June 28, 2022;;UFC Embedded is an all-access, behind-the-scenes video blog series focusing on the main card fighters final days leading up to each Pay-Per-View event throughout the year.
Going Pro: Athletes Unlimited Lacrosse;2022;1 Season;Genres:;['Sports'];June 27, 2022;;Going Pro: Athletes Unlimited Lacrosse
The Bachelor;1999;TV-14;6 Seasons;['Reality', 'Romance'];June 27, 2022;2.9/10;ABC's highly-rated, popular romance reality series features a handsome bachelor looking for his soulmate from among 25 bachelorettes.
The Bachelorette;2003;TV-14;3 Seasons;['Reality', 'Romance'];June 27, 2022;3.1/10;ABC's romance reality show lets one lucky lady narrow the field of bachelors, leaving only her dream man.
Wimbledon Highlight Show;2021;;Genres:;['Sports'];June 27, 2022;;Daily tennis highlights, analysis, and next-day previews from the Wimbledon Championships.
The Desperate Hour;2021;PG-13;0 min;['Drama'];June 26, 2022;;Amy Carr (Academy Award®-nominee Naomi Watts) desperately races against time to save her son Noah (Colton Gobbo) from an active shooter at his small-town high school.
Acceptance High;2022;;Genres:;['News'];June 25, 2022;;A look into a Alabama charter school where many of the teenagers identify as LGBTQ+. At the Magic City Acceptance Academy, the lesson is simple – “you are perfect, just the way you are.”
Big Gold Brick;2022;132 min;Genres:;['Comedy', 'Drama'];June 25, 2022;;Big Gold Brick recounts the story of fledgling writer Samuel Liston and his experiences with Floyd Deveraux (Andy Garcia), the enigmatic middle-aged father of two who enlists Samuel to write his biography.
Gasoline Alley;2022;R;97 min;['Action', 'Adventure', 'Horror'];June 25, 2022;;2022 Los Angeles. Jimmy Jayne (Devon Sawa), a bruised-fisted rockabilly boss-type is sucked into the savage murder of four Hollywood starlets after the girls are found naked, tied together in a sordid motel.
2022 Wimbledon Preview Show;2022;;Genres:;['Sports'];June 24, 2022;;
Between Me and My Mind;2019;NOT RATED;100 min;['Documentaries', 'Music'];June 24, 2022;;Driven by a constant need to create, Phish frontman Trey Anastasio takes on new projects, including some of his most personal music to date as well as Phish's ambitious New Year's Eve show at Madison Square Garden.
Mormon No More;2022;1 Season;Genres:;['Documentaries'];June 24, 2022;;What does it mean to live authentically? And what does that mean if you're a 30-something married Mormon mom who's just discovered she's gay and in love with her female friend...another Mormon mom? Mormon No More follows the inspirational journey of Sal and Lena as they navigate their way out of the church, out of their marriages, and into their authentic selves - all while co-parenting seven kids with their ex-husbands. Their story intertwines with others in the LGBTQ+ community trying to reconcile their identity with the church's prohibitive doctrine on same-sex relationships. Together these voices carry us through romantic, intimate, and revealing window into a community that teaches us about acceptance, empathy, and the power of living your truth.
Queens Of Pain;2020;NOT RATED;75 min;['Documentaries'];June 24, 2022;;Three women – Suzy Hotrod, Evilicious, and Captain Smack Sparrow – struggle to balance life in New York City with the dedication needed to maintain their spots on the world’s best roller derby team.
Stanley Cup Final Pregame;2022;;Genres:;['Sports'];June 24, 2022;;
The Accursed;2021;NOT RATED;84 min;['Horror'];June 24, 2022;;Decades after a betrayal leads to a curse being placed on a family bloodline, a wedding reunites the estranged clan. When a dark force starts to pick them off one by one, the matriarch must protect the family.
To Catch a Smuggler: Colombia;2017;TV-14;2 Seasons;['Crime', 'Documentaries', 'Reality'];June 24, 2022;;The security team at El Dorado International Airport in Bogotá work to stop illegal activity, including security threats, illegal immigration and contraband.
Detail;2018;25 Seasons;Genres:;['Documentaries', 'Sports'];June 23, 2022;;Sports greats break down the performance of fellow athletes.
The Bear;2022;1 Season;Genres:;['Comedy'];June 23, 2022;;Carmy, a young fine-dining chef, comes home to Chicago to run his family sandwich shop. As he fights to transform the shop and himself, he works alongside a rough-around-the-edges crew that ultimately reveal themselves as his chosen family.
The Burning Sea;2021;PG-13;106 min;['Action', 'Thriller'];June 23, 2022;;An oil drilling rig dramatically collapses in the North Sea, off the Norwegian coast. Researchers rush in to assess the damage, only to discover that this could be the start of an apocalyptic catastrophe.
The Burning Sea (Eng Dub);2021;PG-13;106 min;['Action', 'Adventure'];June 23, 2022;;An oil drilling rig dramatically collapses in the North Sea, off the Norwegian coast. Researchers rush in to assess the damage, only to discover that this could be the start of an apocalyptic catastrophe.
Exclusively Elvis: A Special Edition of 20/20;2022;;Genres:;['News'];June 22, 2022;;20/20 visits Graceland, Elvis Presley's iconic home, to explore the legend's life and legacy through interviews with the King of Rock and Roll's family and the all-star cast of the new 'Elvis' movie.
Motherland: Fort Salem;2020;TV-14;3 Seasons;['Drama', 'Science Fiction'];June 22, 2022;7.2/10;Three young witches with basic training in combat magic prepare to defend the country against looming terrorist threats by using supernatural tactics and weapons.
Love Island (UK);2015;TV-MA;8 Seasons;['International', 'Reality', 'Romance'];June 21, 2022;;Reality show. Glamorous singles live in a beautiful villa under the watchful gaze of the audience at home, who have the power to decide who stays and who goes.
NHL Awards;2022;;Genres:;['Sports'];June 21, 2022;;"Kenan Thompson hosts the awards ceremony that honors some of the NHL's top players in the 2021-22 season; awards include the Hart Trophy for the league MVP and the Vezina Trophy presented to the top goalie; from Armature Works in Tampa."
Saints & Sinners;2016;TV-MA;6 Seasons;['Black Stories', 'Drama'];June 21, 2022;7.0/10;Only God and the Devil can tell the difference between a saint and a sinner at Greater Hope Baptist Church. With a history stretching over several generations, the church and the townspeople of Cypress, Georgia truly are a family. However, in this family, love and loyalty have become tainted by lust and greed. As mysteries unravel, deeply-ingrained secrets threaten to demolish the very heart of the community and shatter the lives of those within it.
Behind The Table: A View Reunion;2022;;Genres:;['News'];June 20, 2022;;The original co-hosts of “The View”, Meredith Vieira, Joy Behar, Star Jones and Debbie Matenopoulos, reunite in the room where they auditioned 25 years ago. They look back on what it was like to work with legendary broadcaster Barbara Walters, discuss some of their famous exits from the show, share their biggest regrets and the moments that bonded them behind the scenes.
Farmhouse Facelift;2021;TV-PG;2 Seasons;['Lifestyle & Culture'];June 20, 2022;;Siblings Billy and Carolyn are a professional renovation team who grew up on their own family’s farm, learning firsthand how to restore and reclaim the charm of heritage homes. In the series, Carolyn’s stunning designs and Billy’s custom craftsmanship tackle the toughest farmhouse renovations, bringing stunning designs and customized modern conveniences to each new project. Breathing new life into these spectacular vintage spaces, they give each project a fresh start for the next generation of homeowners.
The Good Doctor;2011;PG-13;91 min;['Comedy', 'Drama', 'Horror'];June 20, 2022;;A charming young doctor becomes obsessed with a teenage patient, leading to an improper relationship in this tense thriller.
Wimbledon;2022;;Genres:;['Sports'];June 20, 2022;;From the All-England Lawn Tennis and Croquet Club in Wimbledon, England.
ABC Hockey Saturday Pregame;2022;;Genres:;['Sports'];June 18, 2022;;Previewing the day's games.
The Ledge;2022;R;87 min;['Adventure', 'Thriller'];June 18, 2022;;A rock-climbing adventure turns into a terrifying nightmare, when Kelly captures the murder of her best friend on camera and becomes the next target of a desperate group of friends who will stop at nothing to destroy the evidence.
Good Luck to You, Leo Grande;2022;R;97 min;['Comedy', 'Drama'];June 17, 2022;;Nancy Stokes (Emma Thompson), a retired school teacher, is yearning for some adventure, and some sex. And she has a plan, which involves hiring a young sex worker named Leo Grande (Daryl McCormack).
The Old Man;2022;TV-MA;1 Season;['Horror', 'Thriller'];June 17, 2022;;Dan Chase absconded from the CIA decades ago and has been living off the grid since. When an assassin arrives and tries to take Chase out, the old operative learns that to ensure his future he now must reconcile his past.
Dance Moms;2010;TV-PG;5 Seasons;['Family', 'Lifestyle & Culture', 'Reality'];June 16, 2022;;Set in Pittsburgh's renowned Abby Lee Dance Company, owned and operated by notoriously demanding and passionate instructor Abby Lee Miller, Dance Moms follows children's early steps on the road to stardom, and their doting mothers who are there for every rehearsal, performance and all under the discerning eye of Miller.
International Friendly;2022;;Genres:;['Sports'];June 16, 2022;;International Friendly
Leave No Trace;2022;TV-MA;110 min;['Crime', 'Documentaries'];June 16, 2022;;“Leave No Trace” investigates a century-long cover-up as 82,000 men step forward with claims of sexual abuse, exposing the failure of the Boy Scouts of America to protect their young Scouts.
Alone;2015;TV-14;8 Seasons;['Action', 'Adventure', 'Documentaries'];June 15, 2022;8.4/10;In Alone, ten men are left in solitude, and separated from each other, in the harsh Vancouver Island wilderness. With no camera crews or producers, they have to survive using only what they can stuff into a backpack. They will hunt, build shelters and fend off predators as they face extreme isolation, psychological distress and the terrifying plunge into the unknown.
American Pickers;2010;TV-PG;2 Seasons;['Documentaries', 'Family', 'Reality'];June 15, 2022;;American Pickers follows Mike Wolfe and Frank Fritz as they travel the country searching for American treasures. While hitting the back roads from coast to coast, they meet quirky characters with amazing stories and forgotten relics hidden in their junkyards, basements, garages and barns.
Ancient Aliens;2010;TV-14;15 Seasons;['Documentaries', 'History', 'Latino'];June 15, 2022;7.0/10;If aliens visited Earth in the past, could they make an appearance in the future? For ancient alien theorists, the answer is a resounding yes. They believe that, by sharing their views with the world, they can help prepare future generations for the inevitable encounter that awaits them.
